AMOUNT,BANK,CURRENCY,ID,MARKET_RATE,MARKUP,PREDICTED_AMOUNT,TIMESTAMP,TOTAL_FEES,TYPE
2120.0,Maybank,MYR,b75d86c5,1.0,0.025,2141.92,2026-05-25T11:36:12.676496,31.08,invoice_prediction
